,match,team,alliance,leave,"ground pick-up","center line pick-up","auto scoring","teleop scoring","stage level",spotlight,"stage time","brick time","defense time","driver skill","defense skill",speed,stability,"intake consistency",scouter,comments,accuracy,timestamp
321,63,8019,red,false,false,false,"[ss]","[as, as, ss, ss, ss, ss, ss, ss, ss, ss]",0,false,0,0,0,3,2,2,3,3,"crescendohawk24 (4641)","Very consistent shooter with little bad to be said. It is a bit on the slower side but it was able to shoot multiple times even in the last seconds.",,1711202421914
322,63,8732,red,true,true,false,"[ss, ss]","[ss, ss]",1,false,0,8700,3100,3,3,2,2,3,"crescendohawk24 (4641)","",,1711202358498
323,63,3676,blue,true,true,false,"[]","[as, as, sa, sa, as, as, sa, as]",2,false,0,0,0,3,0,3,4,4,"crescendohawk24 (4641)","Super team.",,1711202390774
324,63,8874,blue,false,false,false,"[]","[]",0,false,0,0,0,0,0,0,0,0,"crescendohawk24 (4641)","Did not do much as they did not have a shooter and intake system.",,1711202365972
325,63,9506,blue,false,true,false,"[sm]","[sm, ss, ss]",1,false,0,0,0,1,0,1,2,1,"crescendohawk24 (4641)","They take too long to shoot and their intake isnt that good",,1711202364918
326,64,4641,red,true,true,false,"[ss, ss, ss]","[as, am, am, ss, ss, ss, sm, sm, ss, ss, ss, am]",1,false,0,0,0,3,0,2,3,4,"crescendohawk24  (4641)","",,1711203259125
327,64,5894,red,true,true,false,"[ss]","[sm, sm, sm, ss]",1,false,0,0,0,2,2,2,2,2,"crescendohawk24 (4641)","",,1711203223085
328,64,8827,red,true,false,false,"[]","[ss, ss, ss, ss, ss, ss]",0,false,0,0,0,2,2,2,3,4,"crescendohawk24 (4641)","The bot seemed slower compared to the rest on the field. Although they were a very consistent shooter during the match and even acted as a support for the beginning ",,1711203264510
329,64,5417,blue,true,true,false,"[sm]","[as, as, ss, as, sa, sm, ss, ss]",2,false,0,0,0,2,0,2,3,2,"crescendohawk24 (4641)","Intake and shooting system not the most optimal, but driver still managed to score many points.",,1711203228272
330,64,7119,blue,false,false,false,"[]","[as, as, as, ss, sm, sm]",0,false,0,0,0,2,0,1,2,1,"crescendohawk24 (4641)","",,1711203205642
331,64,8625,blue,false,false,false,"[sm]","[sm, ss, ss]",0,false,0,0,0,1,0,2,4,4,"crescendohawk24 (4641)","Bad driver but good intake, shooting isnt great",,1711203211878
332,65,1296,red,true,false,false,"[ss, ss]","[as, ss, as, ss, ss, ss, ss]",1,false,0,0,0,3,1,3,2,4,"crescendohawk24 (4641)","When they shot they hit all their shots. As well, when grabbing notes they did it with easily. Only thing is it seems like it can’t go too fast cause of the shooter on top",,1711203670819
333,65,4597,red,true,false,false,"[]","[sm]",0,false,0,0,0,0,0,0,0,0,"crescendohawk24  (4641)","Robot broke down couldn't determine skill ",,1711203611334
334,65,6357,red,true,true,true,"[ss, ss, sm]","[ss, ss]",1,false,0,0,0,3,2,2,3,2,"crescendohawk24 (4641)","",,1711203602247
335,65,4364,blue,true,false,false,"[]","[]",1,false,0,16300,42050,1,2,0,4,0,"crescendohawk24 (4641)","",,1711203595023
336,65,4717,blue,false,true,false,"[]","[ss, ss, ss, ss, sm]",0,false,0,0,0,2,0,0,1,1,"crescendohawk24 (4641)","",,1711203621943
337,65,7506,blue,true,true,false,"[]","[ss, sm, ss]",1,false,0,0,0,1,0,2,3,1,"crescendohawk24 (4641)","Intake and shooting system wasn’t the best, and driver seemed lost for half of the round.",,1711203653482
338,66,2583,red,false,true,false,"[]","[as, as, as, as]",1,false,0,0,0,2,3,2,1,1,"crescendohawk24 (4641)","",,1711204036588
339,66,4332,red,false,false,false,"[]","[ss, ss]",1,false,0,52450,0,2,1,2,1,2,"crescendohawk24 (4641)","The beginning seemed promising with it making shots but it got easily bricked by the note not being precise. It was lackluster overall",,1711204076191
340,66,6672,red,true,true,true,"[sm, ss, ss]","[as, am, as, sa, as, sa, sa, as, sa, sa, ss, ss]",2,false,0,0,0,4,0,3,3,4,"crescendohawk24  (4641)","Very versatile bot",,1711204002112
341,66,5431,blue,true,true,true,"[ss]","[sm, ss, ss, sa, sm, sa, ss]",0,false,0,0,0,2,0,3,4,4,"crescendohawk24 (4641)","Potential super team if driver can shoot more consistently. Really good autonomous.",,1711204015026
342,66,7121,blue,false,false,false,"[]","[am, am, as, as, as, sm]",0,false,0,0,0,0,0,0,0,0,"crescendohawk24 (4641)","",,1711203977159
343,66,8816,blue,true,false,false,"[]","[sm]",1,false,0,0,0,1,0,2,2,0,"crescendohawk24 (4641)","Takes too long to get notes and driver is bad",,1711204002088
344,67,2714,red,true,true,false,"[ss, ss]","[ss, ss]",2,false,0,0,0,3,2,3,2,3,"crescendohawk24 (4641)","They are very quick getting into stage, in 2 around seconds it could get on stage. The shots were consistent throughout ",,1711204484233
345,67,4610,red,false,true,false,"[ss]","[as, as]",1,false,0,0,0,1,2,1,2,2,"crescendohawk24 (4641)","",,1711204440401
346,67,5788,red,true,true,false,"[sm]","[ss, ss, ss, ss, ss, ss, sm, ss, ss]",0,false,0,0,0,3,0,3,3,3,"crescendohawk24  (4641)","Occasionally when picking up a note the note would slip out of the shooter so they'd have to reverse the intake and pick the note up again, happened a couple of times\n\nNeed some kind of barrier to help keep the note inside when it's on its way to the shooter",,1711204502895
347,67,5212,blue,true,true,false,"[ss, ss]","[as, as, sm, ss, sa, as, as]",0,false,0,0,0,1,0,2,3,4,"crescendohawk24 (4641)","Driver was good at shooting but not the best navigator.",,1711204471514
348,67,7091,blue,false,false,false,"[]","[]",0,false,0,0,0,0,0,0,0,0,"crescendohawk24 (4641)","It was just there wasnt really useful\n",,1711204334426
349,67,8598,blue,false,true,false,"[]","[ss, ss, sm, ss, sm, ss]",1,false,0,0,0,2,0,3,3,3,"crescendohawk24 (4641)","",,1711204430155
350,68,148,red,true,true,true,"[ss, ss, ss]","[as, as, ss, sm, ss, as, ss, sm, ts]",2,false,12700,0,0,3,3,4,4,3,"crescendohawk24 (4641)","The bot played support for a good chunk of the match and did it well with getting the notes to the other side. As usual they are consistent with their shots but did miss more this time around",,1711205005249
351,68,8874,red,false,false,false,"[ss]","[ss, as, as, ss]",2,false,0,0,0,2,0,3,3,2,"crescendohawk24  (4641)","Looked a little lost when driving",,1711204938335
352,68,9156,red,false,true,false,"[]","[am, ss, ss, sm, sm, as, as]",1,false,0,1100,0,1,2,2,3,2,"crescendohawk24 (4641)","",,1711204936313
353,68,4639,blue,false,true,false,"[]","[tm, tm, tm, tm, tm, tm, tm, tm, tm, tm, tm, tm, tm]",3,false,0,0,0,0,0,0,0,0,"crescendohawk24 (4641)","I dont know why they were focused on the trap",,1711204942582
354,68,6901,blue,false,false,false,"[ss]","[as, as, as, as]",1,false,0,0,0,3,0,2,3,2,"crescendohawk24 (4641)","",,1711204946053
355,68,9418,blue,true,true,false,"[sm, sm, sm, sm]","[ss, ss, ss, ss, ss, ss, ss, ss, ss, ss, ss, sm, sa]",3,false,0,0,0,4,0,3,3,4,"crescendohawk24 (4641)","Super team. Also achieved harmony with 4639. Auto is really good but missed every shot due to being bumped at the start. 😭",,1711204999807
356,69,6171,red,true,false,false,"[]","[]",1,false,0,24450,0,1,1,2,1,0,"crescendohawk24 (4641)","For the match I couldn’t tell their game plan with it having a note stuck in it during the majority of the match. When they tried to be defense the other bots easily avoided it",,1711205439478
357,69,8625,red,false,false,false,"[ss]","[sm, sm, sm, sm, as]",1,false,0,0,0,2,2,2,1,2,"crescendohawk24 (4641)","",,1711205384795
358,69,8732,red,true,true,false,"[ss, ss]","[]",0,false,0,0,0,3,3,3,3,0,"crescendohawk24  (4641)","They couldn't pick up notes, bumpers may be too low\n\nVery good defense, quick reactions\n\nThey could reach center-line with auto but because of inability to pick up notes it messed them up",,1711205463302
359,69,5417,blue,true,false,false,"[ss]","[as]",1,false,0,0,0,0,0,0,0,0,"crescendohawk24 (4641)","",,1711205373761
360,69,8749,blue,false,true,false,"[]","[as, as, sa]",1,false,0,0,0,2,0,3,3,2,"crescendohawk24 (4641)","Intake and driver weren’t the best. ",,1711205428606
361,69,9506,blue,true,true,false,"[ss]","[ss, ss]",0,false,0,0,0,1,0,2,3,2,"crescendohawk24 (4641)","",,1711205386174
362,70,3282,red,false,false,false,"[]","[]",0,false,0,0,89650,1,3,2,2,0,"crescendohawk24 (4641)","",,1711205820781
363,70,5894,red,true,false,false,"[sm]","[sm, ss, sm, ss, sm, ss, sm, sm]",2,false,0,0,0,2,0,1,2,2,"crescendohawk24  (4641)","",,1711205820802
364,70,8858,red,true,true,false,"[ss, ss]","[ss, ss, sm, ss, ss, ss, ss]",2,false,0,0,0,2,2,2,1,3,"crescendohawk24 (4641)","The robot was the main shooter of the team and succeeded in its goal. However it also seemed a bit too top heavy",,1711205833116
365,70,3676,blue,true,true,false,"[]","[sm, as, sm, as, as, as, as]",0,false,0,0,0,0,0,0,0,0,"crescendohawk24 (4641)","",,1711205795039
366,70,4364,blue,true,true,false,"[]","[as]",1,false,0,0,0,1,0,2,3,1,"crescendohawk24 (4641)","Driver didn’t score very many points, and chose to stay parked super early. Intake also isn’t very optimal.",,1711205858564
367,70,4641,blue,true,true,false,"[ss, ss]","[ss, ss, ss, ss, sa, sm, ss, ss]",0,false,0,0,0,4,0,3,4,4,"crescendohawk24 (4641)","",,1711205799032
368,71,7321,red,false,false,false,"[ss]","[]",2,false,0,0,0,1,0,1,2,0,"crescendohawk24 (4641)","The bot didn’t seem to have a way to change directions around cause it to be near the notes without a good way to get them",,1711206445957
369,71,7506,red,true,false,false,"[ss]","[as, as, as]",1,false,0,0,0,0,0,0,0,0,"cresendohawk24 (4641)","Slow, bulky bot who is fast at doing amp",,1711206427879
370,71,9140,red,true,true,false,"[ss, ss]","[ss, ss, ss, ss]",0,false,0,32350,0,2,2,3,1,3,"crescendohawk24 (4641)","",,1711206367332
371,71,6526,blue,false,true,false,"[]","[ss, as, ss]",0,false,0,0,0,0,0,0,0,0,"crescendohawk24 (4641)","",,1711206408825
372,71,7119,blue,false,true,false,"[sm]","[sm, ss, sm, am]",0,false,0,0,0,1,0,1,3,3,"crescendohawk24 (4641)","Really slow robot, and driver wasn’t the most accurate.",,1711206431327
373,71,8019,blue,true,true,false,"[ss, ss]","[am, ss, ss]",1,false,0,14400,32550,2,0,3,4,1,"crescendohawk24 (4641)","Intake broke mid match",,1711206422627
374,72,6357,red,true,true,true,"[ss, ss, sm]","[ss, ss, ss, ss, sa, ss, sm, ss]",1,false,0,0,0,2,1,3,4,4,"crescendohawk24 (4641)","A very consistent shooter without any major faults. Now it couldn’t make it to the stage but did score most of the points",,1711206860441
375,72,6357,red,false,false,false,"[ss]","[ss, ss, ss, ss, ss, sm, sa, ss, ss, sm]",2,true,0,0,0,0,0,0,0,0,"cresendohawk24 (4641)","Fast bot, good at collecting notes and shooting them",,1711206865860
376,72,7121,red,true,true,false,"[ss, ss]","[as, sm, ss, ss, ss, as, as, ss, sa]",1,false,0,0,0,3,2,3,3,3,"crescendohawk24 (4641)","",,1711206805212
377,72,8769,blue,true,true,false,"[sm, sm]","[sm, sm, am]",1,false,0,7600,0,1,0,1,2,1,"crescendohawk24 (4641)","",,1711206794288
378,72,8827,blue,true,true,false,"[]","[ss, sm, ss, ss, sm, ss]",1,false,0,0,0,3,0,2,3,3,"crescendohawk24 (4641)","",,1711206812490
379,73,2714,red,true,true,false,"[sm, ss, ss]","[sm, ss, ss, ss, ss, ss, ss, ss]",2,false,4700,0,0,3,2,3,4,3,"crescendohawk24 (4641)","",,1711207302647
380,73,5212,red,false,false,false,"[ss]","[]",0,false,0,28100,0,0,0,0,0,0,"crescendohawk24 (4641)","I couldn’t tell much since the bot broke down near the beginning of the match",,1711207298382
381,73,5431,red,true,true,false,"[ss]","[ss]",1,false,0,0,0,3,4,3,3,0,"crescendohawk24  (4641)","Got note stuck in bot, good defense",,1711207307548
382,73,1296,blue,true,true,false,"[ss, ss]","[ss, ss, ss, ss, ss, ss, ss]",2,false,0,0,0,0,0,0,0,0,"crescendohawk24 (4641)","Super team.",,1711207304955
383,73,8816,blue,true,false,false,"[]","[]",0,false,0,54500,0,1,0,2,4,1,"crescendohawk24 (4641)","",,1711207293263
384,74,5417,red,true,true,false,"[ss, sm]","[as, am, sm, as, as, as]",0,false,0,0,0,2,2,1,2,2,"crescendohawk24 (4641)","",,1711207737635
385,74,5788,red,true,false,false,"[ss]","[ss, sm]",0,false,0,0,0,0,0,0,0,0,"cresendohawk24 (4641)","Messed up auto, cannot shoot to speaker from a far, and a note got stuck in its intake",,1711207765665
386,74,8598,red,false,false,false,"[sm]","[sm]",0,false,0,0,0,2,0,2,1,3,"crescendohawk24 (4641)","It was consistent at the start then it broke down",,1711207759056
387,74,6672,blue,true,true,true,"[ss, ss, ss]","[as, as, as, as, as, sa, as, as, sm, sa]",1,false,0,0,0,4,0,4,4,3,"crescendohawk24 (4641)","",,1711207734997
388,74,8749,blue,false,true,false,"[]","[]",0,false,0,0,0,0,0,2,0,0,"crescendohawk24 (4641)","Robot got stuck on other teams side. :(",,1711207753324
389,75,4364,red,true,true,false,"[ss]","[as, as, as, as]",0,false,0,0,0,0,0,0,0,0,"cresendohawk24 (4641)","Tall bot that can’t go under the chain because of it, and is slow getting notes to its shooter",,1711208187139
390,75,4597,red,true,false,false,"[sm]","[sm]",0,false,0,71350,0,2,1,3,1,2,"crescendohawk24 (4641)","It got bricked for most of the match and didn’t work well as defense",,1711208189903
391,75,8625,red,false,true,false,"[sm]","[sm, ss, sm, sm, sm, sa, sm, ss, sm]",1,false,0,0,0,1,2,3,1,3,"crescendohawk24 (4641)","",,1711208135320
392,75,4639,blue,true,true,false,"[sm, sm]","[sm, ss, ss, ss]",2,false,0,0,0,3,0,2,3,3,"crescendohawk24 (4641)","Got on stage very easily. Good auto but missed every shot due to being offset at start.",,1711208158212
393,75,8858,blue,false,false,false,"[]","[]",0,false,0,135000,0,0,0,0,0,0,"crescendohawk24 (4641)","",,1711208114843
394,76,4332,red,true,true,false,"[]","[sm, sm, sm]",0,false,0,0,0,0,1,0,0,2,"crescendohawk24 (4641)","",,1711208551481
395,76,4717,red,false,false,false,"[]","[am, as, as, as]",0,false,0,0,0,0,0,0,0,0,"cresendohawk24 (4641)","Slow and janky and produce almost no voltage to shoot, also its intake that a bit to grab the note",,1711208628861
396,76,8019,red,false,false,false,"[ss]","[ss, ss, ss]",1,false,0,8000,3000,3,3,3,1,2,"crescendohawk24 (4641)","They got bricked but then were aggressive with the defense making sure they didn’t leave the red area",,1711208567156
397,76,2583,blue,false,true,false,"[ss]","[as, as, as]",1,false,0,0,0,2,0,2,4,3,"crescendohawk24 (4641)","Bad game sense",,1711208551856
398,76,4641,blue,true,true,false,"[ss, sm, ss, ss, ss, ss]","[ss, ss, sm, ss, ss, ss, ss, sm]",0,false,0,0,0,3,0,2,3,3,"crescendohawk24 (4641)","Driver missed in the last but was pretty good ",,1711208578691
399,76,7119,blue,false,true,false,"[]","[ss, ss]",0,false,0,0,0,1,0,2,3,1,"crescendohawk24 (4641)","Intake isn’t very reliable, since it seems the hoops needs to be pressed between the intake and a wall to be collected.",,1711208580934
400,77,3676,red,true,true,false,"[ss, ss, ss]","[as, as, ss, ss, sa, sa, as, as, as]",1,false,0,0,0,3,2,3,2,3,"crescendohawk24 (4641)","They seemed to be able to\nQuickly adapt to what was happened and scored which was easier for the time",,1711208975949
401,77,6171,red,false,false,false,"[]","[]",1,false,0,2200,42950,2,2,1,3,0,"cresendohawk24 (4641)","Defense bot, who pushes notes to teammates ",,1711208971240
402,77,7321,red,true,false,false,"[ss]","[]",0,false,0,0,0,0,2,0,0,0,"crescendohawk24 (4641)","",,1711208917164
403,77,8827,blue,true,false,false,"[]","[ss]",1,false,0,16000,32250,2,2,2,2,0,"crescendohawk24 (4641)","",,1711208943215
404,77,9156,blue,true,true,false,"[ss, sm]","[as, as, as, as, sm, ss, ss]",1,false,0,0,0,3,0,3,3,2,"crescendohawk24 (4641)","Shooting system made the driver struggle a little, but good robot overall.",,1711209006521
405,78,5894,red,true,false,false,"[ss]","[ss, ss, ss, ss, sm, sm, ss, ss]",1,false,0,0,0,0,0,0,0,0,"cresendohawk24 (4641)","",,1711209382359
406,78,8732,red,true,false,false,"[]","[]",0,false,0,0,47850,2,1,1,0,1,"crescendohawk24 (4641)","",,1711209364369
407,78,9140,red,true,true,false,"[ss, ss]","[as, as, as, sa, sa, ss, ss, ss, ss, ss, sm]",0,false,0,0,0,4,1,3,4,4,"crescendohawk24 (4641)","Despite it’s simple looking design it was a excellent shooter and could easily grab notes",,1711209405240
408,78,6357,blue,false,false,false,"[]","[]",0,false,0,98950,0,0,0,0,0,0,"crescendohawk24 (4641)","",,1711209357588
409,78,6526,blue,true,true,false,"[ss]","[ss, ss, ss]",1,false,0,0,0,3,0,2,3,3,"crescendohawk24 (4641)","Good boy, but driver decided to park super early??",,1711209331149
410,79,8769,red,true,false,false,"[]","[sm, sm]",2,false,16100,0,9350,2,1,1,0,2,"crescendohawk24 (4641)","",,1711209776627
411,79,9034,red,false,false,false,"[]","[]",2,false,0,0,0,2,1,2,2,4,"crescendohawk24 (4641)","The robot mostly served as support shooting notes from one side to the other side of the field. They didn’t actually go out and try to shoot",,1711209824719
412,79,9418,red,true,true,false,"[ss, ss, sm]","[ss, sm, ss, ss, ss, ss, ss, sm, ss, ss, ss]",2,false,0,0,0,0,0,0,0,0,"cresendohawk24 (4641)","Fast shooter and intake",,1711209798364
413,79,7091,blue,true,false,false,"[]","[]",1,false,0,6200,83350,2,2,1,4,0,"crescendohawk24 (4641)","",,1711209773122
414,79,7506,blue,true,true,false,"[ss]","[ss, sm, ss, ss]",1,false,0,0,0,2,0,2,3,1,"crescendohawk24 (4641)","Intake system could use improvement, I watched a hoop they had fall out after being collected. This also made it harder for driver to shoot.",,1711209830411
415,80,2714,red,true,true,false,"[ss, ss, ss]","[ss, ss, ss, ss, ss, ss, ss, ss]",2,false,0,0,0,0,0,0,0,0,"cresendohawk24 (4641)","It’s able to shoot the speaker from very far",,1711210182666
416,80,4364,red,true,true,false,"[]","[as]",1,false,0,0,0,2,3,0,2,2,"crescendohawk24 (4641)","",,1711210166781
417,80,8874,red,false,false,false,"[ss]","[ss, ss, ss, ss]",0,false,0,3250,0,2,1,2,3,2,"crescendohawk24 (4641)","They seemed to get stuck for a bit but were able to fix it up quickly",,1711210198243
418,80,7121,blue,true,true,false,"[ss, sm, sm, sm]","[as, as, as, sa]",0,true,0,0,0,3,0,3,4,4,"crescendohawk24 (4641)","",,1711210168056
419,80,8858,blue,false,true,false,"[]","[ss, ss, ss, sa]",0,false,0,0,0,3,0,2,3,3,"crescendohawk24 (4641)","",,1711210176254
420,81,4639,red,true,false,false,"[ss]","[ss, ss, ss, ss, sa]",0,false,0,0,0,3,2,3,4,3,"crescendohawk24 (4641)","I’m the beginning they acted as support but then became a main player in shooting",,1711210586053
421,81,4717,red,false,false,false,"[]","[]",1,false,0,0,60500,1,1,2,2,0,"crescendohawk24 (4641)","",,1711210568135
422,81,5417,red,false,true,false,"[ss]","[as, as, am, as]",0,true,0,0,0,4,2,3,2,4,"cresendohawk24 (4641)","",,1711210575673
423,81,4332,blue,false,true,false,"[]","[sm, ss, ss]",2,false,0,0,11750,1,0,2,3,2,"crescendohawk24 (4641)","No auto code",,1711210557476
424,81,7119,blue,false,true,false,"[sm]","[sm, sm, ss, ss, ss, ss]",1,false,0,0,0,2,0,2,2,3,"crescendohawk24 (4641)","Driver just needs to practice aiming a little more.",,1711210641116
425,82,2583,red,false,false,false,"[]","[as]",0,false,0,75350,0,2,2,1,0,1,"crescendohawk24 (4641)","",,1711211017166
426,82,5431,red,false,true,false,"[ss, sm, ss]","[ss, ss, ss, ss, ss, ss, ss, ss]",1,true,0,0,0,3,1,2,3,4,"cresendohawk24 (4641)","",,1711211017544
427,82,5788,red,false,false,false,"[ss]","[ss, ss, ss]",0,false,0,0,0,2,2,3,3,2,"crescendohawk24 (4641)","If they miss getting the note the first time they won’t be able to pick it up until 10 sec or more later",,1711211030863
428,82,148,blue,true,true,false,"[sm, sm, ss, ss, ss, ss]","[ss, ss, ss, ss]",0,false,0,0,0,4,0,4,3,4,"crescendohawk24 (4641)","Super team. Probably best auto. Shooter system makes it easy to score but also allows them to support, by shooting rings on their teams side for pickup.",,1711211047972
429,82,4610,blue,true,false,false,"[]","[as]",0,false,0,77000,0,2,0,2,2,3,"crescendohawk24 (4641)","",,1711210981017
430,83,1296,red,true,true,false,"[ss]","[as, as, sa, ss, as, as, sm, sa]",0,false,0,0,0,3,2,3,2,3,"crescendohawk24  (4641)","",,1711211784201
431,83,5894,red,false,false,false,"[ss]","[as, sm, as, ss, ss]",0,false,0,0,1000,3,2,1,3,2,"crescendohawk24 (4641)","It could shoot but it was quite slow to actually grab the notes despite it’s intake being quite consistent",,1711211814565
432,83,6526,red,true,true,false,"[ss]","[sm, sm, ss]",0,false,0,0,0,0,0,0,0,0,"crescendohawk24 (4641)","",,1711211793354
433,83,6526,red,true,true,false,"[ss]","[sm, sm, ss]",0,false,0,0,0,0,0,0,0,0,"crescendohawk24 (4641)","",,1711211793508
434,83,8019,blue,true,true,false,"[ss, ss, ss]","[sa, ss, sm, ss, ss, ss, ss, sa]",1,false,0,0,0,4,0,3,3,3,"crescendohawk24 (4641)","Super team.",,1711211793422
435,83,9156,blue,false,false,false,"[ss]","[]",0,false,0,0,93750,2,4,2,4,0,"crescendohawk24 (4641)","",,1711211793701
436,84,7091,red,true,false,false,"[]","[]",0,false,0,17300,49700,0,0,0,0,0,"crescendohawk24 (4641)","",,1711212310113
437,84,8827,red,false,false,false,"[]","[sm, ss, ss, ss, ss]",1,false,0,0,1800,2,2,3,1,3,"crescendohawk24 (4641)","The robot’s main weakness seems to be the shakiness of it when it tries to go fact because of the shooter on top",,1711212344214
438,84,9506,red,true,true,false,"[ss]","[sm, ss, sm, sm]",1,false,0,0,0,2,0,1,2,1,"crescendohawk24  (4641)","Extremely slow with shooting and moving\n\nRuns over notes but doesn't pick them up\n\nWheel guards might improve that situation but from what was seen driving isn't very good",,1711212362623
439,84,6901,blue,true,true,false,"[ss]","[sm, sm, as, sm, sa, ss]",2,false,0,0,0,2,0,3,3,2,"crescendohawk24 (4641)","Robot struggled to score speakers either because of the driver or shooting system.",,1711212328710
440,84,7506,blue,true,true,false,"[ss]","[as, ss, as, as, ss]",2,true,0,0,0,3,1,2,2,3,"cresendohawk24 (4641)","",,1711212316655
441,85,4641,red,true,true,false,"[ss, ss, ss, ss]","[as, am, sm, sm]",1,false,0,5350,0,0,0,0,0,0,"crescendohawk24 (4641)","",,1711212796641
442,85,8732,red,false,false,false,"[]","[]",2,false,0,0,0,2,1,2,2,2,"crescendohawk24 (4641)","I couldn’t tell what was happening on the field since there is a whole group blocking the view making it hard to see where the bot went",,1711212830698
443,85,9034,red,false,false,false,"[ss]","[ss, sm, sm, ss, sm, sm, ss]",1,false,0,0,0,2,0,2,2,3,"crescendohawk24  (4641)","",,1711212792816
444,85,6171,blue,true,true,false,"[ss]","[as]",1,false,0,0,26950,0,0,0,0,0,"cresendohawk24 (4641)","Broke during the match",,1711212753386
445,85,9418,blue,true,true,false,"[sm, ss, sm]","[am, as, ss, ss, ss, ss]",2,false,0,0,0,3,0,4,3,4,"crescendohawk24 (4641)","Super team.",,1711212793143
446,86,8598,red,false,false,false,"[ss]","[ss, sm, ss, sm, sm, ss, ss, sa, ss, ss]",2,false,0,0,0,3,2,2,3,3,"crescendohawk24 (4641)","It was really good to grab notes but they rushed to score a lot of the times instead of taking a second to shoot",,1711213239251
447,86,8749,red,true,true,false,"[ss, ss]","[as, as, as]",1,false,0,0,0,0,0,0,0,0,"crescendohawk24 (4641)","",,1711213215683
